8, 4194304, 33554432, 0.000000
16, 2097152, 33554432, 0.000000
32, 1048576, 33554432, 0.000000
64, 524288, 33554432, 0.000000
128, 262144, 33554432, 0.000000
256, 131072, 33554432, 0.000000
512, 65536, 33554432, 0.000000
1024, 32768, 33554432, 0.000000
2048, 16384, 33554432, 0.000000
4096, 8192, 33554432, 0.000000
8192, 4096, 33554432, 0.000000
16384, 2048, 33554432, 0.000000
32768, 1024, 33554432, 0.000000
65536, 512, 33554432, 0.000000
131072, 256, 33554432, 0.000000
262144, 128, 33554432, 0.000000
524288, 64, 33554432, 0.000000
1048576, 32, 33554432, 0.000000
2097152, 16, 33554432, 0.000000
4194304, 8, 33554432, 0.000000
8388608, 4, 33554432, 0.000000
16777216, 2, 33554432, 0.000000
33554432, 1, 33554432, 0.000000
